"","Province","Country","Confirmed","Deaths","Recovered","DateRep","countries","dia","ln","population","yearChange","netChange","density","landArea","migrants","fertRate","medAge","urbanPop","worldShare","GeoId","pop1m","S","I","R"
"475",NA,"Slovakia",123,1,0,2020-03-19,"Slovakia",13,24,5459642,"0,05%",2629,114,48088,1485,1.5,41,"54%","0,07%","SK",5.5,5459518,123,1
"476",NA,"Croatia",105,1,5,2020-03-19,"Croatia",18,4,4105267,"-0,61%",-25037,73,55960,-8001,1.4,44,"58%","0,05%","HR",4.1,4105156,105,6
"477",NA,"Bulgaria",94,3,0,2020-03-19,"Bulgaria",11,3,6948445,"-0,74%",-51674,64,108560,-4800,1.6,45,"76%","0,09%","BG",6.9,6948348,94,3
"478",NA,"Latvia",86,0,1,2020-03-19,"Latvia",17,16,1886198,"-1,08%",-20545,30,62200,-14837,1.7,44,"69%","0,02%","LV",1.9,1886111,86,1
"479",NA,"Hungary",73,1,2,2020-03-19,"Hungary",15,13,9660351,"-0,25%",-24328,107,90530,6000,1.5,43,"72%","0,12%","HU",9.7,9660275,73,3
"480",NA,"Cyprus",67,0,0,2020-03-19,"Cyprus",10,5,1207359,"0,73%",8784,131,9250,5,1.3,37,"67%","0,02%","CY",1.2,1207292,67,0
"481",NA,"Malta",53,0,2,2020-03-19,"Malta",12,19,441543,"0,27%",1171,1380,320,900,1.5,43,"93%","0,01%","MT",0.4,441488,53,2
"482",NA,"Lithuania",36,0,1,2020-03-19,"Lithuania",18,17,2722289,"-1,35%",-37338,43,62674,-32780,1.7,45,"71%","0,03%","LT",2.7,2722252,36,1
"483",NA,"Italy",47021,4032,4440,2020-03-20,"Italy",19,15,60461826,"-0,15%",-88249,206,294140,148943,1.3,47,"69%","0,78%","IT",60.5,60406333,47021,8472
"484",NA,"Spain",20410,1043,1588,2020-03-20,"Spain",19,26,46754778,"0,04%",18002,94,498800,40000,1.3,45,"80%","0,60%","ES",46.8,46731737,20410,2631
"485",NA,"Germany",19848,67,180,2020-03-20,"Germany",19,11,83783942,"0,32%",266897,240,348560,543822,1.6,46,"76%","1,07%","DE",83.8,83763847,19848,247
"486","France","France",12612,450,12,2020-03-20,"France",19,10,65273511,"0,22%",143783,119,547557,36527,1.9,42,"82%","0,84%","FR",65.3,65260437,12612,462
"487","United Kingdom","United Kingdom",3983,177,65,2020-03-20,"United Kingdom",7,28,67886011,"0,53%",355839,281,241930,260650,1.8,40,"83%","0,87%","UK",67.9,67881786,3983,242
"488","Netherlands","Netherlands",2994,106,2,2020-03-20,"Netherlands",19,20,17134872,"0,22%",37742,508,33720,16000,1.7,43,"92%","0,22%","NL",17.1,17131770,2994,108
"489",NA,"Austria",2388,6,9,2020-03-20,"Austria",19,1,9006398,"0,57%",51296,109,82409,65000,1.5,43,"57%","0,12%","AT",9,9003995,2388,15
"490",NA,"Belgium",2257,37,1,2020-03-20,"Belgium",19,2,11589623,"0,44%",50295,383,30280,48000,1.7,42,"98%","0,15%","BE",11.6,11587328,2257,38
"491",NA,"Sweden",1639,16,16,2020-03-20,"Sweden",19,27,10099265,"0,63%",62886,25,410340,40000,1.9,41,"88%","0,13%","SE",10.1,10097594,1639,32
"492","Denmark","Denmark",1255,9,1,2020-03-20,"Denmark",19,7,5792202,"0,35%",20326,137,42430,15200,1.8,42,"88%","0,07%","DK",5.8,5790937,1255,10
"493",NA,"Portugal",1020,6,5,2020-03-20,"Portugal",18,22,10196709,"-0,29%",-29478,111,91590,-6000,1.3,46,"66%","0,13%","PT",10.2,10195678,1020,11
"494",NA,"Czechia",833,0,4,2020-03-20,"Czechia",19,6,10708981,"0,18%",19772,139,77240,22011,1.6,43,"74%","0,14%","CZ",10.7,10708144,833,4
"495",NA,"Ireland",683,3,5,2020-03-20,"Ireland",19,14,4937786,"1,13%",55291,72,68890,23604,1.8,38,"63%","0,06%","IE",4.9,4937095,683,8
"496",NA,"Greece",495,6,19,2020-03-20,"Greece",19,12,10423054,"-0,48%",-50401,81,128900,-16000,1.3,46,"85%","0,13%","EL",10.4,10422534,495,25
"497",NA,"Luxembourg",484,4,0,2020-03-20,"Luxembourg",19,18,625978,"1,66%",10249,242,2590,9741,1.5,40,"88%","0,01%","LU",0.6,625490,484,4
"498",NA,"Finland",450,0,10,2020-03-20,"Finland",19,9,5540720,"0,15%",8564,18,303890,14000,1.5,43,"86%","0,07%","FI",5.5,5540260,450,10
"499",NA,"Poland",425,5,1,2020-03-20,"Poland",16,21,37846611,"-0,11%",-41157,124,306230,-29395,1.4,42,"60%","0,49%","PL",37.8,37846180,425,6
"500",NA,"Slovenia",341,1,0,2020-03-20,"Slovenia",15,25,2078938,"0,01%",284,103,20140,2000,1.6,45,"55%","0,03%","SI",2.1,2078596,341,1
"501",NA,"Romania",308,0,25,2020-03-20,"Romania",19,23,19237691,"-0,66%",-126866,84,230170,-73999,1.6,43,"55%","0,25%","RO",19.2,19237358,308,25
"502",NA,"Estonia",283,0,1,2020-03-20,"Estonia",19,8,1326535,"0,07%",887,31,42390,3911,1.6,42,"68%","0,02%","EE",1.3,1326251,283,1
"503",NA,"Slovakia",137,1,0,2020-03-20,"Slovakia",14,24,5459642,"0,05%",2629,114,48088,1485,1.5,41,"54%","0,07%","SK",5.5,5459504,137,1
"504",NA,"Croatia",128,1,5,2020-03-20,"Croatia",19,4,4105267,"-0,61%",-25037,73,55960,-8001,1.4,44,"58%","0,05%","HR",4.1,4105133,128,6
"505",NA,"Bulgaria",127,3,0,2020-03-20,"Bulgaria",12,3,6948445,"-0,74%",-51674,64,108560,-4800,1.6,45,"76%","0,09%","BG",6.9,6948315,127,3
"506",NA,"Latvia",111,0,1,2020-03-20,"Latvia",18,16,1886198,"-1,08%",-20545,30,62200,-14837,1.7,44,"69%","0,02%","LV",1.9,1886086,111,1
"507",NA,"Hungary",85,3,2,2020-03-20,"Hungary",16,13,9660351,"-0,25%",-24328,107,90530,6000,1.5,43,"72%","0,12%","HU",9.7,9660261,85,5
"508",NA,"Cyprus",67,0,0,2020-03-20,"Cyprus",11,5,1207359,"0,73%",8784,131,9250,5,1.3,37,"67%","0,02%","CY",1.2,1207292,67,0
"509",NA,"Malta",64,0,2,2020-03-20,"Malta",13,19,441543,"0,27%",1171,1380,320,900,1.5,43,"93%","0,01%","MT",0.4,441477,64,2
"510",NA,"Lithuania",49,0,1,2020-03-20,"Lithuania",19,17,2722289,"-1,35%",-37338,43,62674,-32780,1.7,45,"71%","0,03%","LT",2.7,2722239,49,1
"511",NA,"Italy",53578,4825,6072,2020-03-21,"Italy",20,15,60461826,"-0,15%",-88249,206,294140,148943,1.3,47,"69%","0,78%","IT",60.5,60397351,53578,10897
"512",NA,"Spain",25374,1375,2125,2020-03-21,"Spain",20,26,46754778,"0,04%",18002,94,498800,40000,1.3,45,"80%","0,60%","ES",46.8,46725904,25374,3500
"513",NA,"Germany",22213,84,233,2020-03-21,"Germany",20,11,83783942,"0,32%",266897,240,348560,543822,1.6,46,"76%","1,07%","DE",83.8,83761412,22213,317
"514","France","France",14282,562,12,2020-03-21,"France",20,10,65273511,"0,22%",143783,119,547557,36527,1.9,42,"82%","0,84%","FR",65.3,65258655,14282,574
"515","United Kingdom","United Kingdom",5018,233,65,2020-03-21,"United Kingdom",8,28,67886011,"0,53%",355839,281,241930,260650,1.8,40,"83%","0,87%","UK",67.9,67880695,5018,298
"516","Netherlands","Netherlands",3631,136,2,2020-03-21,"Netherlands",20,20,17134872,"0,22%",37742,508,33720,16000,1.7,43,"92%","0,22%","NL",17.1,17131103,3631,138
"517",NA,"Belgium",2815,67,263,2020-03-21,"Belgium",20,2,11589623,"0,44%",50295,383,30280,48000,1.7,42,"98%","0,15%","BE",11.6,11586478,2815,330
"518",NA,"Austria",2814,8,9,2020-03-21,"Austria",20,1,9006398,"0,57%",51296,109,82409,65000,1.5,43,"57%","0,12%","AT",9,9003567,2814,17
"519",NA,"Sweden",1763,20,16,2020-03-21,"Sweden",20,27,10099265,"0,63%",62886,25,410340,40000,1.9,41,"88%","0,13%","SE",10.1,10097466,1763,36
"520","Denmark","Denmark",1326,13,1,2020-03-21,"Denmark",20,7,5792202,"0,35%",20326,137,42430,15200,1.8,42,"88%","0,07%","DK",5.8,5790862,1326,14
"521",NA,"Portugal",1280,12,5,2020-03-21,"Portugal",19,22,10196709,"-0,29%",-29478,111,91590,-6000,1.3,46,"66%","0,13%","PT",10.2,10195412,1280,17
"522",NA,"Czechia",995,0,6,2020-03-21,"Czechia",20,6,10708981,"0,18%",19772,139,77240,22011,1.6,43,"74%","0,14%","CZ",10.7,10707980,995,6
"523",NA,"Ireland",785,3,5,2020-03-21,"Ireland",20,14,4937786,"1,13%",55291,72,68890,23604,1.8,38,"63%","0,06%","IE",4.9,4936993,785,8
"524",NA,"Luxembourg",670,8,0,2020-03-21,"Luxembourg",20,18,625978,"1,66%",10249,242,2590,9741,1.5,40,"88%","0,01%","LU",0.6,625300,670,8
"525",NA,"Poland",536,5,1,2020-03-21,"Poland",17,21,37846611,"-0,11%",-41157,124,306230,-29395,1.4,42,"60%","0,49%","PL",37.8,37846069,536,6
"526",NA,"Greece",530,13,19,2020-03-21,"Greece",20,12,10423054,"-0,48%",-50401,81,128900,-16000,1.3,46,"85%","0,13%","EL",10.4,10422492,530,32
"527",NA,"Finland",523,1,10,2020-03-21,"Finland",20,9,5540720,"0,15%",8564,18,303890,14000,1.5,43,"86%","0,07%","FI",5.5,5540186,523,11
"528",NA,"Slovenia",383,1,0,2020-03-21,"Slovenia",16,25,2078938,"0,01%",284,103,20140,2000,1.6,45,"55%","0,03%","SI",2.1,2078554,383,1
"529",NA,"Romania",367,0,52,2020-03-21,"Romania",20,23,19237691,"-0,66%",-126866,84,230170,-73999,1.6,43,"55%","0,25%","RO",19.2,19237272,367,52
"530",NA,"Estonia",306,0,1,2020-03-21,"Estonia",20,8,1326535,"0,07%",887,31,42390,3911,1.6,42,"68%","0,02%","EE",1.3,1326228,306,1
"531",NA,"Croatia",206,1,5,2020-03-21,"Croatia",20,4,4105267,"-0,61%",-25037,73,55960,-8001,1.4,44,"58%","0,05%","HR",4.1,4105055,206,6
"532",NA,"Slovakia",178,1,0,2020-03-21,"Slovakia",15,24,5459642,"0,05%",2629,114,48088,1485,1.5,41,"54%","0,07%","SK",5.5,5459463,178,1
"533",NA,"Bulgaria",163,3,3,2020-03-21,"Bulgaria",13,3,6948445,"-0,74%",-51674,64,108560,-4800,1.6,45,"76%","0,09%","BG",6.9,6948276,163,6
"534",NA,"Latvia",124,0,1,2020-03-21,"Latvia",19,16,1886198,"-1,08%",-20545,30,62200,-14837,1.7,44,"69%","0,02%","LV",1.9,1886073,124,1
"535",NA,"Hungary",103,4,7,2020-03-21,"Hungary",17,13,9660351,"-0,25%",-24328,107,90530,6000,1.5,43,"72%","0,12%","HU",9.7,9660237,103,11
"536",NA,"Cyprus",84,0,0,2020-03-21,"Cyprus",12,5,1207359,"0,73%",8784,131,9250,5,1.3,37,"67%","0,02%","CY",1.2,1207275,84,0
"537",NA,"Lithuania",83,1,1,2020-03-21,"Lithuania",20,17,2722289,"-1,35%",-37338,43,62674,-32780,1.7,45,"71%","0,03%","LT",2.7,2722204,83,2
"538",NA,"Malta",73,0,2,2020-03-21,"Malta",14,19,441543,"0,27%",1171,1380,320,900,1.5,43,"93%","0,01%","MT",0.4,441468,73,2
"539",NA,"Italy",59138,5476,7024,2020-03-22,"Italy",21,15,60461826,"-0,15%",-88249,206,294140,148943,1.3,47,"69%","0,78%","IT",60.5,60390188,59138,12500
"540",NA,"Spain",28603,1756,2125,2020-03-22,"Spain",21,26,46754778,"0,04%",18002,94,498800,40000,1.3,45,"80%","0,60%","ES",46.8,46722294,28603,3881
"541",NA,"Germany",24873,94,266,2020-03-22,"Germany",21,11,83783942,"0,32%",266897,240,348560,543822,1.6,46,"76%","1,07%","DE",83.8,83758709,24873,360
"542",NA,"France",16018,674,2200,2020-03-22,"France",21,10,65273511,"0,22%",143783,119,547557,36527,1.9,42,"82%","0,84%","FR",65.3,65254619,16018,2874
"543",NA,"United Kingdom",5683,281,93,2020-03-22,"United Kingdom",9,28,67886011,"0,53%",355839,281,241930,260650,1.8,40,"83%","0,87%","UK",67.9,67879954,5683,374
"544",NA,"Netherlands",4204,179,2,2020-03-22,"Netherlands",21,20,17134872,"0,22%",37742,508,33720,16000,1.7,43,"92%","0,22%","NL",17.1,17130487,4204,181
"545",NA,"Austria",3580,16,9,2020-03-22,"Austria",21,1,9006398,"0,57%",51296,109,82409,65000,1.5,43,"57%","0,12%","AT",9,9002793,3580,25
"546",NA,"Belgium",3401,75,263,2020-03-22,"Belgium",21,2,11589623,"0,44%",50295,383,30280,48000,1.7,42,"98%","0,15%","BE",11.6,11585884,3401,338
"547",NA,"Sweden",1931,21,16,2020-03-22,"Sweden",21,27,10099265,"0,63%",62886,25,410340,40000,1.9,41,"88%","0,13%","SE",10.1,10097297,1931,37
"548",NA,"Portugal",1600,14,5,2020-03-22,"Portugal",20,22,10196709,"-0,29%",-29478,111,91590,-6000,1.3,46,"66%","0,13%","PT",10.2,10195090,1600,19
"549",NA,"Denmark",1395,13,1,2020-03-22,"Denmark",21,7,5792202,"0,35%",20326,137,42430,15200,1.8,42,"88%","0,07%","DK",5.8,5790793,1395,14
"550",NA,"Czechia",1120,1,6,2020-03-22,"Czechia",21,6,10708981,"0,18%",19772,139,77240,22011,1.6,43,"74%","0,14%","CZ",10.7,10707854,1120,7
"551",NA,"Ireland",906,4,5,2020-03-22,"Ireland",21,14,4937786,"1,13%",55291,72,68890,23604,1.8,38,"63%","0,06%","IE",4.9,4936871,906,9
"552",NA,"Luxembourg",798,8,6,2020-03-22,"Luxembourg",21,18,625978,"1,66%",10249,242,2590,9741,1.5,40,"88%","0,01%","LU",0.6,625166,798,14
"553",NA,"Poland",634,7,13,2020-03-22,"Poland",18,21,37846611,"-0,11%",-41157,124,306230,-29395,1.4,42,"60%","0,49%","PL",37.8,37845957,634,20
"554",NA,"Finland",626,1,10,2020-03-22,"Finland",21,9,5540720,"0,15%",8564,18,303890,14000,1.5,43,"86%","0,07%","FI",5.5,5540083,626,11
"555",NA,"Greece",624,15,19,2020-03-22,"Greece",21,12,10423054,"-0,48%",-50401,81,128900,-16000,1.3,46,"85%","0,13%","EL",10.4,10422396,624,34
"556",NA,"Romania",433,3,64,2020-03-22,"Romania",21,23,19237691,"-0,66%",-126866,84,230170,-73999,1.6,43,"55%","0,25%","RO",19.2,19237191,433,67
"557",NA,"Slovenia",414,2,0,2020-03-22,"Slovenia",17,25,2078938,"0,01%",284,103,20140,2000,1.6,45,"55%","0,03%","SI",2.1,2078522,414,2
"558",NA,"Estonia",326,0,4,2020-03-22,"Estonia",21,8,1326535,"0,07%",887,31,42390,3911,1.6,42,"68%","0,02%","EE",1.3,1326205,326,4
"559",NA,"Croatia",254,1,5,2020-03-22,"Croatia",21,4,4105267,"-0,61%",-25037,73,55960,-8001,1.4,44,"58%","0,05%","HR",4.1,4105007,254,6
"560",NA,"Bulgaria",187,3,3,2020-03-22,"Bulgaria",14,3,6948445,"-0,74%",-51674,64,108560,-4800,1.6,45,"76%","0,09%","BG",6.9,6948252,187,6
"561",NA,"Slovakia",185,0,7,2020-03-22,"Slovakia",16,24,5459642,"0,05%",2629,114,48088,1485,1.5,41,"54%","0,07%","SK",5.5,5459450,185,7
"562",NA,"Latvia",139,0,1,2020-03-22,"Latvia",20,16,1886198,"-1,08%",-20545,30,62200,-14837,1.7,44,"69%","0,02%","LV",1.9,1886058,139,1
"563",NA,"Hungary",131,6,16,2020-03-22,"Hungary",18,13,9660351,"-0,25%",-24328,107,90530,6000,1.5,43,"72%","0,12%","HU",9.7,9660198,131,22
"564",NA,"Lithuania",129,1,1,2020-03-22,"Lithuania",21,17,2722289,"-1,35%",-37338,43,62674,-32780,1.7,45,"71%","0,03%","LT",2.7,2722158,129,2
"565",NA,"Cyprus",95,1,3,2020-03-22,"Cyprus",13,5,1207359,"0,73%",8784,131,9250,5,1.3,37,"67%","0,02%","CY",1.2,1207260,95,4
"566",NA,"Malta",90,0,2,2020-03-22,"Malta",15,19,441543,"0,27%",1171,1380,320,900,1.5,43,"93%","0,01%","MT",0.4,441451,90,2
"567",NA,"Austria",4474,21,9,2020-03-23,"Austria",22,1,9006398,"0,57%",51296,109,82409,65000,1.5,43,"57%","0,12%","AT",9,9001894,4474,30
"568",NA,"Belgium",3743,88,401,2020-03-23,"Belgium",22,2,11589623,"0,44%",50295,383,30280,48000,1.7,42,"98%","0,15%","BE",11.6,11585391,3743,489
"569",NA,"Bulgaria",201,3,3,2020-03-23,"Bulgaria",15,3,6948445,"-0,74%",-51674,64,108560,-4800,1.6,45,"76%","0,09%","BG",6.9,6948238,201,6
"570",NA,"Croatia",315,1,5,2020-03-23,"Croatia",22,4,4105267,"-0,61%",-25037,73,55960,-8001,1.4,44,"58%","0,05%","HR",4.1,4104946,315,6
"571",NA,"Cyprus",116,1,3,2020-03-23,"Cyprus",14,5,1207359,"0,73%",8784,131,9250,5,1.3,37,"67%","0,02%","CY",1.2,1207239,116,4
"572",NA,"Czechia",1236,1,7,2020-03-23,"Czechia",22,6,10708981,"0,18%",19772,139,77240,22011,1.6,43,"74%","0,14%","CZ",10.7,10707737,1236,8
"573",NA,"Denmark",1450,24,1,2020-03-23,"Denmark",22,7,5792202,"0,35%",20326,137,42430,15200,1.8,42,"88%","0,07%","DK",5.8,5790727,1450,25
"574",NA,"Estonia",352,0,4,2020-03-23,"Estonia",22,8,1326535,"0,07%",887,31,42390,3911,1.6,42,"68%","0,02%","EE",1.3,1326179,352,4
"575",NA,"Finland",700,1,10,2020-03-23,"Finland",22,9,5540720,"0,15%",8564,18,303890,14000,1.5,43,"86%","0,07%","FI",5.5,5540009,700,11
"576",NA,"Germany",29056,123,453,2020-03-23,"Germany",22,11,83783942,"0,32%",266897,240,348560,543822,1.6,46,"76%","1,07%","DE",83.8,83754310,29056,576
"577",NA,"Greece",695,17,29,2020-03-23,"Greece",22,12,10423054,"-0,48%",-50401,81,128900,-16000,1.3,46,"85%","0,13%","EL",10.4,10422313,695,46
"578",NA,"Hungary",167,7,16,2020-03-23,"Hungary",19,13,9660351,"-0,25%",-24328,107,90530,6000,1.5,43,"72%","0,12%","HU",9.7,9660161,167,23
"579",NA,"Ireland",1125,6,5,2020-03-23,"Ireland",22,14,4937786,"1,13%",55291,72,68890,23604,1.8,38,"63%","0,06%","IE",4.9,4936650,1125,11
"580",NA,"Italy",63927,6077,7432,2020-03-23,"Italy",22,15,60461826,"-0,15%",-88249,206,294140,148943,1.3,47,"69%","0,78%","IT",60.5,60384390,63927,13509
"581",NA,"Latvia",180,0,1,2020-03-23,"Latvia",21,16,1886198,"-1,08%",-20545,30,62200,-14837,1.7,44,"69%","0,02%","LV",1.9,1886017,180,1
"582",NA,"Lithuania",179,1,1,2020-03-23,"Lithuania",22,17,2722289,"-1,35%",-37338,43,62674,-32780,1.7,45,"71%","0,03%","LT",2.7,2722108,179,2
"583",NA,"Luxembourg",875,8,6,2020-03-23,"Luxembourg",22,18,625978,"1,66%",10249,242,2590,9741,1.5,40,"88%","0,01%","LU",0.6,625089,875,14
"584",NA,"Malta",107,0,2,2020-03-23,"Malta",16,19,441543,"0,27%",1171,1380,320,900,1.5,43,"93%","0,01%","MT",0.4,441434,107,2
"585",NA,"Netherlands",4749,213,2,2020-03-23,"Netherlands",22,20,17134872,"0,22%",37742,508,33720,16000,1.7,43,"92%","0,22%","NL",17.1,17129908,4749,215
"586",NA,"Poland",749,8,13,2020-03-23,"Poland",19,21,37846611,"-0,11%",-41157,124,306230,-29395,1.4,42,"60%","0,49%","PL",37.8,37845841,749,21
"587",NA,"Portugal",2060,23,14,2020-03-23,"Portugal",21,22,10196709,"-0,29%",-29478,111,91590,-6000,1.3,46,"66%","0,13%","PT",10.2,10194612,2060,37
"588",NA,"Romania",576,7,73,2020-03-23,"Romania",22,23,19237691,"-0,66%",-126866,84,230170,-73999,1.6,43,"55%","0,25%","RO",19.2,19237035,576,80
"589",NA,"Slovakia",186,0,7,2020-03-23,"Slovakia",17,24,5459642,"0,05%",2629,114,48088,1485,1.5,41,"54%","0,07%","SK",5.5,5459449,186,7
"590",NA,"Slovenia",442,3,0,2020-03-23,"Slovenia",18,25,2078938,"0,01%",284,103,20140,2000,1.6,45,"55%","0,03%","SI",2.1,2078493,442,3
"591",NA,"Spain",35136,2311,3355,2020-03-23,"Spain",22,26,46754778,"0,04%",18002,94,498800,40000,1.3,45,"80%","0,60%","ES",46.8,46713976,35136,5666
"592",NA,"Sweden",2046,25,16,2020-03-23,"Sweden",22,27,10099265,"0,63%",62886,25,410340,40000,1.9,41,"88%","0,13%","SE",10.1,10097178,2046,41
"593",NA,"United Kingdom",6650,335,135,2020-03-23,"United Kingdom",10,28,67886011,"0,53%",355839,281,241930,260650,1.8,40,"83%","0,87%","UK",67.9,67878891,6650,470
"594",NA,"Austria",5283,28,9,2020-03-24,"Austria",23,1,9006398,"0,57%",51296,109,82409,65000,1.5,43,"57%","0,12%","AT",9,9001078,5283,37
"595",NA,"Belgium",4269,122,461,2020-03-24,"Belgium",23,2,11589623,"0,44%",50295,383,30280,48000,1.7,42,"98%","0,15%","BE",11.6,11584771,4269,583
"596",NA,"Bulgaria",218,3,3,2020-03-24,"Bulgaria",16,3,6948445,"-0,74%",-51674,64,108560,-4800,1.6,45,"76%","0,09%","BG",6.9,6948221,218,6
"597",NA,"Croatia",382,1,5,2020-03-24,"Croatia",23,4,4105267,"-0,61%",-25037,73,55960,-8001,1.4,44,"58%","0,05%","HR",4.1,4104879,382,6
"598",NA,"Cyprus",124,3,3,2020-03-24,"Cyprus",15,5,1207359,"0,73%",8784,131,9250,5,1.3,37,"67%","0,02%","CY",1.2,1207229,124,6
"599",NA,"Czechia",1394,3,10,2020-03-24,"Czechia",23,6,10708981,"0,18%",19772,139,77240,22011,1.6,43,"74%","0,14%","CZ",10.7,10707574,1394,13
"600",NA,"Denmark",1591,32,1,2020-03-24,"Denmark",23,7,5792202,"0,35%",20326,137,42430,15200,1.8,42,"88%","0,07%","DK",5.8,5790578,1591,33
"601",NA,"Estonia",369,0,7,2020-03-24,"Estonia",23,8,1326535,"0,07%",887,31,42390,3911,1.6,42,"68%","0,02%","EE",1.3,1326159,369,7
"602",NA,"Finland",792,1,10,2020-03-24,"Finland",23,9,5540720,"0,15%",8564,18,303890,14000,1.5,43,"86%","0,07%","FI",5.5,5539917,792,11
"603",NA,"France",22304,1100,3281,2020-03-24,"France",22,10,65273511,"0,22%",143783,119,547557,36527,1.9,42,"82%","0,84%","FR",65.3,65246826,22304,4381
"604",NA,"Germany",32986,157,3243,2020-03-24,"Germany",23,11,83783942,"0,32%",266897,240,348560,543822,1.6,46,"76%","1,07%","DE",83.8,83747556,32986,3400
"605",NA,"Greece",743,20,29,2020-03-24,"Greece",23,12,10423054,"-0,48%",-50401,81,128900,-16000,1.3,46,"85%","0,13%","EL",10.4,10422262,743,49
"606",NA,"Hungary",187,9,21,2020-03-24,"Hungary",20,13,9660351,"-0,25%",-24328,107,90530,6000,1.5,43,"72%","0,12%","HU",9.7,9660134,187,30
"607",NA,"Ireland",1329,7,5,2020-03-24,"Ireland",23,14,4937786,"1,13%",55291,72,68890,23604,1.8,38,"63%","0,06%","IE",4.9,4936445,1329,12
"608",NA,"Italy",69176,6820,8326,2020-03-24,"Italy",23,15,60461826,"-0,15%",-88249,206,294140,148943,1.3,47,"69%","0,78%","IT",60.5,60377504,69176,15146
"609",NA,"Latvia",197,0,1,2020-03-24,"Latvia",22,16,1886198,"-1,08%",-20545,30,62200,-14837,1.7,44,"69%","0,02%","LV",1.9,1886000,197,1
"610",NA,"Lithuania",209,2,1,2020-03-24,"Lithuania",23,17,2722289,"-1,35%",-37338,43,62674,-32780,1.7,45,"71%","0,03%","LT",2.7,2722077,209,3
"611",NA,"Luxembourg",1099,8,6,2020-03-24,"Luxembourg",23,18,625978,"1,66%",10249,242,2590,9741,1.5,40,"88%","0,01%","LU",0.6,624865,1099,14
"612",NA,"Malta",110,0,2,2020-03-24,"Malta",17,19,441543,"0,27%",1171,1380,320,900,1.5,43,"93%","0,01%","MT",0.4,441431,110,2
"613",NA,"Netherlands",5560,276,2,2020-03-24,"Netherlands",23,20,17134872,"0,22%",37742,508,33720,16000,1.7,43,"92%","0,22%","NL",17.1,17129034,5560,278
"614",NA,"Poland",901,10,1,2020-03-24,"Poland",20,21,37846611,"-0,11%",-41157,124,306230,-29395,1.4,42,"60%","0,49%","PL",37.8,37845699,901,11
"615",NA,"Portugal",2362,33,22,2020-03-24,"Portugal",22,22,10196709,"-0,29%",-29478,111,91590,-6000,1.3,46,"66%","0,13%","PT",10.2,10194292,2362,55
"616",NA,"Romania",794,11,79,2020-03-24,"Romania",23,23,19237691,"-0,66%",-126866,84,230170,-73999,1.6,43,"55%","0,25%","RO",19.2,19236807,794,90
"617",NA,"Slovakia",204,0,7,2020-03-24,"Slovakia",18,24,5459642,"0,05%",2629,114,48088,1485,1.5,41,"54%","0,07%","SK",5.5,5459431,204,7
"618",NA,"Slovenia",480,4,3,2020-03-24,"Slovenia",19,25,2078938,"0,01%",284,103,20140,2000,1.6,45,"55%","0,03%","SI",2.1,2078451,480,7
"619",NA,"Spain",39885,2808,3794,2020-03-24,"Spain",23,26,46754778,"0,04%",18002,94,498800,40000,1.3,45,"80%","0,60%","ES",46.8,46708291,39885,6602
"620",NA,"Sweden",2286,36,16,2020-03-24,"Sweden",23,27,10099265,"0,63%",62886,25,410340,40000,1.9,41,"88%","0,13%","SE",10.1,10096927,2286,52
"621",NA,"United Kingdom",8077,422,135,2020-03-24,"United Kingdom",11,28,67886011,"0,53%",355839,281,241930,260650,1.8,40,"83%","0,87%","UK",67.9,67877377,8077,557
"622",NA,"Austria",5588,30,9,2020-03-25,"Austria",24,1,9006398,"0,57%",51296,109,82409,65000,1.5,43,"57%","0,12%","AT",9,9000771,5588,39
"623",NA,"Belgium",4937,178,547,2020-03-25,"Belgium",24,2,11589623,"0,44%",50295,383,30280,48000,1.7,42,"98%","0,15%","BE",11.6,11583961,4937,725
"624",NA,"Bulgaria",242,3,4,2020-03-25,"Bulgaria",17,3,6948445,"-0,74%",-51674,64,108560,-4800,1.6,45,"76%","0,09%","BG",6.9,6948196,242,7
"625",NA,"Croatia",442,1,22,2020-03-25,"Croatia",24,4,4105267,"-0,61%",-25037,73,55960,-8001,1.4,44,"58%","0,05%","HR",4.1,4104802,442,23
"626",NA,"Cyprus",132,3,3,2020-03-25,"Cyprus",16,5,1207359,"0,73%",8784,131,9250,5,1.3,37,"67%","0,02%","CY",1.2,1207221,132,6
"627",NA,"Czechia",1654,6,10,2020-03-25,"Czechia",24,6,10708981,"0,18%",19772,139,77240,22011,1.6,43,"74%","0,14%","CZ",10.7,10707311,1654,16
"628",NA,"Denmark",1724,34,1,2020-03-25,"Denmark",24,7,5792202,"0,35%",20326,137,42430,15200,1.8,42,"88%","0,07%","DK",5.8,5790443,1724,35
"629",NA,"Estonia",404,1,8,2020-03-25,"Estonia",24,8,1326535,"0,07%",887,31,42390,3911,1.6,42,"68%","0,02%","EE",1.3,1326122,404,9
"630",NA,"Finland",880,3,10,2020-03-25,"Finland",24,9,5540720,"0,15%",8564,18,303890,14000,1.5,43,"86%","0,07%","FI",5.5,5539827,880,13
"631",NA,"France",25233,1331,3900,2020-03-25,"France",23,10,65273511,"0,22%",143783,119,547557,36527,1.9,42,"82%","0,84%","FR",65.3,65243047,25233,5231
"632",NA,"Germany",37323,206,3547,2020-03-25,"Germany",24,11,83783942,"0,32%",266897,240,348560,543822,1.6,46,"76%","1,07%","DE",83.8,83742866,37323,3753
